MESURE;CODE_DEPARTEMENT;LIBELLE_DPT;CODE_POSTAL;COMMUNE;CODE_NAF2;NATURE_JURIDIQUE;SIRET;DENOMINATION_SOCIALE;NUM_RUE;NOM_RUE;CODE_POST_COM;LIB_COM;TELEPHONE;MAIL_SIAE
ACI;050;MANCHE;50100;CHERBOURG EN COTENTIN;9499Z;Association déclarée ;39842731000048;ASSOC AU FIL DE L'EAU;1;Rue DE STRASBOURG;50100;CHERBOURG EN COTENTIN;0233430774;contact@asso-aufildeleau.org
AI;050;MANCHE;50200;COUTANCES;8899B;Association déclarée ;34451242100050;ASSOC ACCUEIL EMPLOI;18;Avenue DE LA REPUBLIQUE;50200;COUTANCES;0233191080;christine.simond@accueil-emploi.fr
ACI;050;MANCHE;50100;CHERBOURG EN COTENTIN;8899B;Centre communal d'action sociale ;20005688500011;CENTRE COMMUNAL D'ACTION SOCIALE;10;Place NAPOLEON;50100;CHERBOURG EN COTENTIN;0233539669;agnes.marie@cherbourg.fr
ACI;050;MANCHE;50100;CHERBOURG EN COTENTIN;9499Z;Association déclarée ;40111856700049;ASSOC FIL ET TERRE;5;Rue PAUL DOUMER;50100;CHERBOURG EN COTENTIN;0233781500;nfevrier@relais-enfant.com
ACI;050;MANCHE;50400;GRANVILLE;8899B;Centre communal d'action sociale ;26500167700011;CTRE COM ACTION SOCIALE DE GRANVILLE;4;Résidence DU CHENE VERT;50400;GRANVILLE;0233912330;amelie.chevalier@ville-granville.fr
ACI;050;MANCHE;50180;AGNEAUX;9499Z;Association déclarée ;39046581300025;INITIATIVE POUR L'EMPLOI ENVIRONNEMENT;; ZAC DE LA CROIX CARREE;50180;AGNEAUX;0233722093;ipe.env50-directeur@orange.fr
ACI;050;MANCHE;50180;AGNEAUX;3832Z;Association déclarée ;48494420200031;ASSOC TRI TOUT SOLIDAIRE;31;Rue GUILLAUME MICHEL;50180;AGNEAUX;0233058386;tritoutsolidaire@orange.fr
ACI;050;MANCHE;50110;BRETTEVILLE;9499Z;Association déclarée ;38975860800043;ASSOCIATION SOLIDARITE TRAVAIL RECHERCHE;70;Chemin DES BRULES;50110;BRETTEVILLE;0233100249;astre.environnement862@orange.fr
ACI;051;MARNE;51800;VIENNE LA VILLE;9499Z;Association déclarée ;40065991800017;ASSOC LES BRIGADES VERTES;; ;51800;VIENNE LA VILLE;0679583422;brigades-vertes@orange.fr
EI;051;MARNE;51100;REIMS;8810C;Association déclarée ;33163124200012;ASSOC AVENIR JEUNES REIMS;36;Rue DE ROUBAIX;51100;REIMS;0326062541;jeanfrancoiszaetta@gmail.com
EI;051;MARNE;51100;REIMS;3831Z;Société à responsabilité limitée (sans autre indication);48812278900024;SARL ENVIE 2E CHAMPARDENNAISE;255;Rue DE COURCELLES;51100;REIMS;0326074035;raf-reims@orange.fr
ACI;051;MARNE;51200;EPERNAY;8810C;Association déclarée ;51809024600035;ASSOC OXYGENE;4;Rue DU CLAIR MARAIS;51200;EPERNAY;0326545607;oxygenedirection@laposte.net
ACI;051;MARNE;51100;REIMS;8899B;Association déclarée ;79420354700029;AGIS 51;;Chemin DE ST LEONARD;51100;REIMS;0326028299;agis51100@gmail.com
ETTI;051;MARNE;51000;CHALONS EN CHAMPAGNE;7820Z;Société à responsabilité limitée (sans autre indication);42068018300076;TRAVAIL SERVICE INTERIM;43;Allée ALPHONSE KARR;51000;CHALONS EN CHAMPAGNE;0326648718;contact@tsi52.fr
ACI;051;MARNE;51120;SEZANNE;8899B;Association déclarée ;39820235800063;PISTE;9;Rue DES RECOLLETS;51120;SEZANNE;0326426961;formation@piste51.fr
EI;051;MARNE;51100;REIMS;8810C;Association déclarée d'insertion par l'économique;39435621600025;ASSOC ENVIE REIMS;255;Rue DE COURCELLES;51100;REIMS;0326074035;raf-reims@orange.fr
ACI;051;MARNE;51300;VITRY LE FRANCOIS;8899B;Association déclarée ;51931834900015;ASSOC AU FIL DES CHEMINS;8;Avenue DE LA REPUBLIQUE;51300;VITRY LE FRANCOIS;0326621454;contact@aufildeschemins.fr
EI;051;MARNE;51120;SEZANNE;8899B;Association déclarée ;39820235800048;ASSOC PISTE ENTREPRISE INSERTION;20;Rue DE VAUCHAMPS;51120;SEZANNE;0326426961;formation@piste51.fr
EI;051;MARNE;51000;CHALONS EN CHAMPAGNE;8899B;Association déclarée ;84112506500018;ASSOCIATION DE GESTION DE L'INSERTION DE LA COMMUN;44;Boulevard HIPPOLYTE FAURE;51000;CHALONS EN CHAMPAGNE;0326213131;agicac@gmail.com
ACI;051;MARNE;51100;REIMS;8899B;Association déclarée ;40066822400027;ASSOC FRIPE EMMAUS;17;Rue GUTENBERG;51100;REIMS;0326048080;secretariat@fripe-reims-emmaus.com
ACI;051;MARNE;51000;CHALONS EN CHAMPAGNE;8899B;Association déclarée ;41126470800024;AITRE;8;Impasse DES MATHURINS;51000;CHALONS EN CHAMPAGNE;0326653001;contact@aitre.fr
ACI;051;MARNE;51000;CHALONS EN CHAMPAGNE;9499Z;Association déclarée ;44012989800035;ASSOC AGICAC;44;Boulevard HIPPOLYTE FAURE;51000;CHALONS EN CHAMPAGNE;0326213131;agicac@gmail.com
ACI;051;MARNE;51170;FISMES;9499Z;Association déclarée ;53427744700023;LES ATELIERS DES VALLEES ARDRE ET VESLE;;Rue JOSEPH MISIACK;51170;FISMES;0310167717;coordination.avav@gmail.com
ACI;051;MARNE;51530;DIZY;8899B;Association déclarée ;80421180300023;ENRESO 51;184; DES BAS JARDINS;51530;DIZY;0659496411;enreso51@gmail.com
ACI;051;MARNE;51100;REIMS;8899B;Association déclarée ;37790397600019;ASSOC LES RESTAURANTS DU COEUR DE LA MARNE;21;Rue DES POISSONNIERS;51100;REIMS;0983721190;ad51.comptable@restosducoeur.org
ACI;051;MARNE;51100;REIMS;8899B;Association déclarée ;40070495300035;ASSOC REIMS ESPOIR;9;Rue MARIE DOMINIQUE MAINGOT;51100;REIMS;0326892682;reims.espoir@wanadoo.fr
ETTI;051;MARNE;51100;REIMS;7820Z;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;44351124100103;SUEZ RV REBOND INTERIM INSERTION;58;Avenue DU GENERAL EISENHOWER;51100;REIMS;;frederique.berthe@suez.com
ACI;051;MARNE;51300;VITRY LE FRANCOIS;8899B;Association déclarée ;40381266200035;ASSOC VITRY SYNERGIC;40;Avenue JEAN JAURES;51300;VITRY LE FRANCOIS;0326747041;dirvitrysynergic@orange.fr
ACI;051;MARNE;51100;REIMS;3832Z;Association déclarée ;44028924700023;ENVIE 2E CHAMPAGNE ARDENNE RJ;255;Rue DE COURCELLES;51100;REIMS;0326468911;raf-reims@orange.fr
ETTI;051;MARNE;51100;REIMS;7820Z;SAS, société par actions simplifiée;40101593800145;SARL HUMANDO;37;Rue HINCMAR;51100;REIMS;0326614980;severine.patella@humando.fr
ACI;051;MARNE;51100;REIMS;8899B;Association déclarée ;40004656100033;ASSOC EPIS ENSEMBLE POUR L INSERTION ET SOLIDARITE;8;Avenue BENOIT FRACHON;51100;REIMS;0326045471;secretariat.epis51@orange.fr
EI;051;MARNE;51370;ST BRICE COURCELLES;4751Z;SA coopérative ouvrière de production (SCOP) à conseil d'administration;41199701800105;LE RELAIS NORD EST ILE DE FRANCE;2;Rue DE LA CROIX MAURENCIENNE;51370;ST BRICE COURCELLES;0323534372;cbillon@lerelais.org
AI;051;MARNE;51000;CHALONS EN CHAMPAGNE;7830Z;Association déclarée ;35131582500031;ASSOC PARTAGE TRAVAIL 51;43;Allée ALPHONSE KARR;51000;CHALONS EN CHAMPAGNE;0326646878;partage-travail-51@orange.fr
ACI;051;MARNE;51170;FISMES;8899B;Centre communal d'action sociale ;26510212900011;CTRE COM ACTION SOCIAL DE FISMES;;Place DE L HOTEL DE VILLE;51170;FISMES;0326483102;valerie.boisrenoult@fismes.fr
ACI;051;MARNE;51100;REIMS;8899B;Association déclarée d'insertion par l'économique;83456473400012;ENVIE AUTONOMIE CHAMPAGNE-ARDENNE;255;Rue Rue de Courcelles;51100;REIMS;0326074035;sebastien.delcroix@envie.org
AI;051;MARNE;51100;REIMS;8899B;Association déclarée ;34290238400029;ASSOC AREJ;34;Rue DE TRIANON;51100;REIMS;0326401200;contact@arej.asso.fr
ACI;051;MARNE;51800;STE MENEHOULD;8899B;Centre communal d'action sociale ;26510432300018;CTRE COM ACTION SOCIALE;47;Rue CHANZY;51800;STE MENEHOULD;0326606162;annecatherine.bonnet@laposte.net
AI;051;MARNE;51120;SEZANNE;8899B;Association déclarée ;38073003600056;ASSOC COUP DE MAIN;207;Rue SAINT FIACRE;51120;SEZANNE;0325248405;coup.de.main@coupdemain-aube.fr
ACI;052;HAUTE-MARNE;52100;ST DIZIER;9499Z;Association déclarée ;78916315100010;ATELIERS ET JARDINS DE L ARGENTE LIGNE AJAL;13;Rue DU ROBINSON;52100;ST DIZIER;0980849566;a.jacquemot@tremplin52.fr
ETTI;052;HAUTE-MARNE;52000;CHAUMONT;7820Z;Société à responsabilité limitée (sans autre indication);42068018300084;TRAVAIL SERVICE INTERIM;11;Rue ROBESPIERRE;52000;CHAUMONT;0325328299;l.savard@tremplin52.fr
ACI;052;HAUTE-MARNE;52000;CHAUMONT;8899B;Association déclarée ;40993677000042;ATELIERS DU VIADUC;14;Rue EMILE BAUDOT;52000;CHAUMONT;0325018714;adviaduc@wanadoo.fr
ACI;052;HAUTE-MARNE;52000;CHAUMONT;9499Z;Association déclarée ;42497082000017;ASSOC VESTIAIRE SERVICE;51;Rue AMPERE;52000;CHAUMONT;0325321427;levestiairedechaumont@laposte.net
ACI;052;HAUTE-MARNE;52100;ST DIZIER;9499Z;Association déclarée ;43460166200035;ASSOC ARIT RENCONTRE ET INSERTION PAR LE TRAVAIL;22;Rue PAUL BERT;52100;ST DIZIER;0325050183;sadaoui-arit@orange.fr
ACI;052;HAUTE-MARNE;52100;ST DIZIER;9499Z;Association déclarée ;75399167800024;ASSOC ATELIER DE LA VALLEE DE LA MARNE;13;Rue CHARLES QUINT;52100;ST DIZIER;0325082992;avm.palettes@orange.fr
ACI;052;HAUTE-MARNE;52200;LANGRES;9499Z;Association déclarée ;41519827400037;DEFIS;;Rue JULES TESTEVUIDE;52200;LANGRES;;anne.millot@defis52.fr
ACI;052;HAUTE-MARNE;52000;CHAUMONT;8899B;Centre Intercommunal d'action sociale (CIAS);20002876900046;CENTRE INTERCOMMUNAL D'ACTION SOCIALE DE L'AGGLOME;;Place DE LA CONCORDE;52000;CHAUMONT;;arobinet@agglo-chaumont.fr
AI;052;HAUTE-MARNE;52000;CHAUMONT;7430Z;Association déclarée ;53030909500046;ASSOC BABEL INTERPRETES;9;Rue ROBESPIERRE;52000;CHAUMONT;0325024909;babel.interpretes.coordination@orange.fr
EI;052;HAUTE-MARNE;52100;VILLIERS EN LIEU;7830Z;SARL unipersonnelle ;49869023900021;SARL T2I;;Route DE VILLIERS EN LIEU;52100;VILLIERS EN LIEU;0325564846;florent.tremplin52@orange.fr
EI;052;HAUTE-MARNE;52200;LANGRES;8130Z;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;81535164800010;SASU ENTR IN 52;236;Rue DE LA POUDRIERE;52200;LANGRES;0325876220;entrin52@wanadoo.fr
ACI;052;HAUTE-MARNE;52160;VAILLANT;9499Z;Association déclarée ;41467737700023;ASSOC REGIE RURALE DU PLATEAU;; LIEU-DIT  LA GARE;52160;VAILLANT;0325889972;aline.paindavoine@regierurale.fr
AI;052;HAUTE-MARNE;52000;CHAUMONT;9499Z;Association intermédiaire ;34033716100111;ASSOC TREMPLIN 52;11;Rue ROBESPIERRE;52000;CHAUMONT;0325325274;l.savard@tremplin52.fr
EI;053;MAYENNE;53000;LAVAL;8130Z;Association déclarée ;81343299400016;ASSOC GENIE JARDIN SERVICE;3;Allée DE GRECE;53000;LAVAL;0243569857;direction@associationgenie.fr
ACI;053;MAYENNE;53000;LAVAL;3832Z;Association déclarée ;80852854100010;ALTERCITE;3;Rue DU PREFET BONNEFOY;53000;LAVAL;;jl.fournier@alternatri.fr
ETTI;053;MAYENNE;53200;CHATEAU GONTIER SUR MAYENNE;7820Z;SARL unipersonnelle ;45133852900154;ID EES INTERIM B CHATEAU GONTIER;25;Rue ALEXANDRE FOURNIER;53200;CHATEAU GONTIER SUR MAYENNE;0243122535;interim.chateaugontier@groupeidees.fr
ACI;053;MAYENNE;53200;CHATEAU GONTIER SUR MAYENNE;8899B;Association déclarée ;34443825400049;ASS INTERMED AIDE EMPLOI SUD MAYENNE;9;Place DE LA MAIRIE;53200;CHATEAU GONTIER SUR MAYENNE;0243704360;entraide.mariemontecot@orange.fr
EI;053;MAYENNE;53000;LAVAL;3811Z;Société à responsabilité limitée (sans autre indication);50256562500022;SARL ENVIE 2E MAINE;;Route DE TOURS;53000;LAVAL;0253046091;fabien.cinier@envie.org
ACI;053;MAYENNE;53100;MAYENNE;8899B;Association déclarée d'insertion par l'économique;79976790000019;ETIC 53 Ets de travail et d'insertion Copainville;273;Rue DU FAUCONNIER;53100;MAYENNE;0243302500;corinne-bourdet-copainville@orange.fr
EI;053;MAYENNE;53000;LAVAL;8130Z;Association déclarée ;42097667200030;DEFI ASSOC GENIE;3;Allée DE GRECE;53000;LAVAL;0243569857;direction@associationgenie.fr
AI;053;MAYENNE;53000;LAVAL;7810Z;Association intermédiaire ;33784145600078;ASS PARTAGE SOLIDARITE PAR LE TRAVAIL;23;Place GENERAL FERRIE;53000;LAVAL;0243532223;vfouquet.partage@orange.fr
ETTI;053;MAYENNE;53100;MAYENNE;7820Z;Société en nom collectif ;83004065500045;A2I MAINE CENTRE 908;6;Boulevard GENERAL LECLERC;53100;MAYENNE;0243083591;claire.grimault@groupeactual.eu
ACI;053;MAYENNE;53120;GORRON;8810C;Association déclarée d'insertion par l'économique;40366240600012;ASS VALOREN;41;Rue JEAN JACQUES GARNIER;53120;GORRON;0243080296;valoren@wanadoo.fr
ACI;053;MAYENNE;53000;LAVAL;8899B;Association déclarée ;80361579800011;ASSOCIATION AIDE ACCUEIL AMITIE BOIS DEBOUT;2;Impasse DE LONDRES;53000;LAVAL;0243490526;secretariat@boisdebout53.fr
ACI;053;MAYENNE;53000;LAVAL;8899B;Association déclarée ;81022042600011;ASSOC LA LEGUMERIE 53;23;Rue DU CHEF DE BAT HENRI GERET;53000;LAVAL;0243569857;direction@associationgenie.fr
ETTI;053;MAYENNE;53000;LAVAL;7820Z;Société en nom collectif ;83004065500029;A2I MAINE CENTRE 908;3;Quai SADI CARNOT;53000;LAVAL;0243670303;marie.lemonnier@groupeactual.eu
ETTI;053;MAYENNE;53000;LAVAL;7820Z;SARL unipersonnelle ;45133852900188;ID EES INTERIM B LAVAL;23;Place GENERAL FERRIE;53000;LAVAL;0243598242;interim.laval@groupeidees.fr
ACI;053;MAYENNE;53600;EVRON;8411Z;Communauté de communes ;20003329800015;COMMUNAUTE DE COMMUNES DES COEVRONS;;Avenue RAOUL VADEPIED;53600;EVRON;0243018601;djanvier@coevrons.fr
EI;053;MAYENNE;53000;LAVAL;9522Z;Association déclarée ;37896197300047;ASSOC ENVIE MAINE;94;Route DE TOURS;53000;LAVAL;0253046091;fabien.cinier@envie.org
EI;053;MAYENNE;53000;LAVAL;5610C;Association déclarée ;82758575300011;ASSOC DEVELOPPEMENT ACTIVITES SOCIALE SOLIDAIRE;23;Place GENERAL FERRIE;53000;LAVAL;0243532223;adass.laval@gmail.com
ACI;053;MAYENNE;53200;CHATEAU GONTIER SUR MAYENNE;9499Z;Association déclarée ;37898226800013;CLUB ETUDE PROTECT ANIMAUX DE LA NATURE (CEPAN);;Route DE MENIL;53200;CHATEAU GONTIER SUR MAYENNE;0243072438;conseiller-insertion@refuge-arche.org
AI;053;MAYENNE;53200;CHATEAU GONTIER SUR MAYENNE;8899B;Association déclarée ;34443825400049;ASS INTERMED AIDE EMPLOI SUD MAYENNE;9;Place DE LA MAIRIE;53200;CHATEAU GONTIER SUR MAYENNE;0243704360;entraide.mariemontecot@orange.fr
ACI;053;MAYENNE;53000;LAVAL;8130Z;Association déclarée ;42097667200030;DEFI ASSOC GENIE;3;Allée DE GRECE;53000;LAVAL;0243569857;direction@associationgenie.fr
ACI;053;MAYENNE;53000;LAVAL;7810Z;Association intermédiaire ;33784145600078;ASS PARTAGE SOLIDARITE PAR LE TRAVAIL;23;Place GENERAL FERRIE;53000;LAVAL;0243532223;vfouquet.partage@orange.fr
EI;053;MAYENNE;53940;ST BERTHEVIN;3832Z;Association déclarée ;50131221900030;ALTERNATRI;;Rue DES GIRAUMERIES;53940;ST BERTHEVIN;0243698902;jl.fournier@alternatri.fr
ACI;053;MAYENNE;53940;ST BERTHEVIN;3832Z;Association déclarée ;50131221900030;ALTERNATRI;;Rue DES GIRAUMERIES;53940;ST BERTHEVIN;0243698902;jl.fournier@alternatri.fr
ACI;053;MAYENNE;53000;LAVAL;0111Z;Association déclarée ;53902716900025;LES RESTAURANTS DU COEUR;84;Rue EMILE BRAULT;53000;LAVAL;0243014641;ad53.compta@restosducoeur.org
AI;061;MAYENNE;61600;LA FERTE MACE;9499Z;Association déclarée ;34263174400014;ASSOC PHENIX;;Place DE LA REPUBLIQUE;61600;LA FERTE MACE;0233380575;phenix.association@wanadoo.fr
EI;053;MAYENNE;53940;ST BERTHEVIN;4941B;Association déclarée ;84792637500019;ALTERSERVICES;20;Rue DES GIRAUMERIES;53940;ST BERTHEVIN;;y.dreux@alternatri.fr
ACI;053;MAYENNE;53000;LAVAL;5610C;Association déclarée ;82758575300029;ASSOCIATION DE DEVELOPPEMENT D'ACTIVITES SOCIALES;;Place ALBERT JACQUARD;53000;LAVAL;0243532223;adass.laval@gmail.com
ACI;053;MAYENNE;72100;LE MANS;8899B;Association déclarée ;33491247400114;Etudes et chantiers;60;Rue Pierre Martin;72100;LE MANS;0243248001;ec.pdl.lainey@orange.fr
ACI;054;MEURTHE-ET-MOSELLE;54700;PONT A MOUSSON;8899B;Centre communal d'action sociale ;26540098600088;CENTRE COMMUNAL D' ACTION SOCIALE PONT A MOUSSON;6;Rue PHILIPPE DE GUELDRE;54700;PONT A MOUSSON;0883829214;ccas.pam-p.bocquillon@orange.fr
EI;054;MEURTHE-ET-MOSELLE;54840;BOIS DE HAYE;8899B;SAS, société par actions simplifiée;81267944700019;SAS INDUSTRIE SERVICE LORRAINE;6;Rue DES ALISIERS;54840;BOIS DE HAYE;0383351964;tengel@industrieservice.fr
ACI;054;MEURTHE-ET-MOSELLE;54350;MONT ST MARTIN;8899B;Association déclarée ;49124039600045;REGIE DE QUARTIER;3;Place DE LILLE;54350;MONT ST MARTIN;0382260086;jmbregiequartier@orange.fr
ACI;054;MEURTHE-ET-MOSELLE;54340;POMPEY;8411Z;Communauté de communes ;24540060100101;COMMUNAUTE DE COMMUNES DU BASSIN DE POMPEY;;Rue DES 4 ELEMENTS;54340;POMPEY;0383498181;cmiglierina@bassinpompey.fr
AI;054;MEURTHE-ET-MOSELLE;54700;PONT A MOUSSON;7830Z;Association déclarée ;41356562300027;SOLIDARITES SERVICES;13;Rue DU FOUR;54700;PONT A MOUSSON;0383831206;solidaritesservices@orange.fr
ACI;054;MEURTHE-ET-MOSELLE;54000;NANCY;9312Z;Association déclarée ;42934654700079;RECIPROCITE;87;Rue DES CHALIGNY;54000;NANCY;0383403131;i.caille@reciprocite.fr
ACI;054;MEURTHE-ET-MOSELLE;54360;MONT SUR MEURTHE;8790B;Association déclarée ;38261264600010;EMMAUS 54;15;Rue DE L ABBE PIERRE;54360;MONT SUR MEURTHE;0383758255;emmaus54@wanadoo.fr
AI;054;MEURTHE-ET-MOSELLE;54200;TOUL;7820Z;Association déclarée ;43977806900021;ASSOC ACTIE SERVICES;15;Rue DOCTEUR CHAPUIS;54200;TOUL;0383643538;actie.services@wanadoo.fr
EI;054;MEURTHE-ET-MOSELLE;54320;MAXEVILLE;8122Z;Association déclarée ;37810361800039;ASSOC ASFED;18;Rue LAFAYETTE;54320;MAXEVILLE;0383282940;chic.services54@gmail.com
ACI;054;MEURTHE-ET-MOSELLE;54320;MAXEVILLE;8899B;Association déclarée ;80863744100011;INFOSEL;10;Rue DU 15 SEPTEMBRE 1944;54320;MAXEVILLE;0383274547;p.claude@ulis.fr
ACI;054;MEURTHE-ET-MOSELLE;54520;LAXOU;8810C;Association déclarée ;45226416100020;REGIE DE QUARTIER DE LAXOU;;Cité PROVINCES IMM BOURGOGNE;54520;LAXOU;0383909302;regie-laxou-provinces@hotmail.fr
ACI;054;MEURTHE-ET-MOSELLE;54300;LUNEVILLE;9499Z;Association déclarée ;43200722700015;QUARTIERS SERVICES;10;Rue LAMARTINE;54300;LUNEVILLE;0383744134;cartierservices@orange.fr
EI;054;MEURTHE-ET-MOSELLE;54320;MAXEVILLE;8010Z;SAS, société par actions simplifiée;47993826800055;CITYVEILLE;2;Rue DU RABODEAU;54320;MAXEVILLE;0388280428;rh@cityveille.fr
ACI;054;MEURTHE-ET-MOSELLE;54300;LUNEVILLE;8899B;Association déclarée ;75035017500022;INES INSERTION ZOLA ET LOTHAR;8;Rue LAMARTINE;54300;LUNEVILLE;0383734117;waegenaireh@ines54.net
ACI;054;MEURTHE-ET-MOSELLE;54400;LONGWY;8411Z;Commune et commune nouvelle ;21540323900019;COMMUNE DE LONGWY;4;Avenue GDE DUCHESSE CHARLOTTE;54400;LONGWY;0382445400;soblet@mairie-longwy.fr
EI;054;MEURTHE-ET-MOSELLE;54230;NEUVES MAISONS;8130Z;Association déclarée ;38865613400029;ASSOC NEO PLUS;4;Rue MARCELIN BERTHELOT;54230;NEUVES MAISONS;0383477958;neoplus@gesemm.fr
ACI;054;MEURTHE-ET-MOSELLE;54700;PONT A MOUSSON;8899B;Association déclarée ;34072358400090;SOLIDARITES NATIONALES ET INTERNATIONALES;13;Rue DU FOUR;54700;PONT A MOUSSON;0383831206;sni-pam@orange.fr
EI;054;MEURTHE-ET-MOSELLE;54710;LUDRES;4520A;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;50513796800036;FLK DEVELOPPEMENT SAS / SINEO;280;Rue HENRI MOISSAN;54710;LUDRES;0383276785;nicolas.nilles57@hotmail.fr
ETTI;054;MEURTHE-ET-MOSELLE;57300;HAGONDANGE;7820Z;Association de droit local (Bas-Rhin, Haut-Rhin et Moselle);42512569700028;AIDE INTERIM;27;Rue DE LA GARE;57300;HAGONDANGE;0387702631;administration@aideinterim.com
EI;054;MEURTHE-ET-MOSELLE;54500;VANDOEUVRE LES NANCY;5320Z;SARL unipersonnelle ;53493539000029;NANCEA;8;Rue JACQUARD;54500;VANDOEUVRE LES NANCY;0972476874;rschamschula@novea.fr
ETTI;054;MEURTHE-ET-MOSELLE;54000;NANCY;7810Z;Association déclarée ;41375838400056;FR 2I INTERIM;223;Avenue DU GENERAL LECLERC;54000;NANCY;0383548680;direction@partego.fr
ACI;054;MEURTHE-ET-MOSELLE;54700;PONT A MOUSSON;9499Z;Association déclarée ;79036761900018;PROMOUVOIR ACTIVEMENT TRAVAIL COMPETENCES HUMANITE;46;Rue HANZELET;54700;PONT A MOUSSON;0618404494;contact.patch@sfr.fr
ACI;054;MEURTHE-ET-MOSELLE;54200;TOUL;9499Z;Association déclarée ;48761275600014;FRATERNITE SUD LORRAINE;;Rue DE VERDUN;54200;TOUL;0383963753;djamila.daghour@arelia-asso.fr
ACI;054;MEURTHE-ET-MOSELLE;54660;MOUTIERS;8130Z;Association déclarée ;39156910000046;ORNE SERVICES;14;Rue CLEMENCEAU;54660;MOUTIERS;0382202995;houria.moulai@sfr.fr
ETTI;054;MEURTHE-ET-MOSELLE;54700;PONT A MOUSSON;7820Z;SARL unipersonnelle ;45133854500200;ID EES INTERIM C PONT A MOUSSON;112;Allée DE L ESPACE ST MARTIN;54700;PONT A MOUSSON;0383824787;interim.pont-a-mousson@groupeidees.fr
EI;054;MEURTHE-ET-MOSELLE;54230;NEUVES MAISONS;3109B;Association déclarée ;53874179400019;ASSOC NEO BOIS;240;Rue MARCELIN BERTHELOT;54230;NEUVES MAISONS;0383477958;neobois@gesemm.fr
AI;054;MEURTHE-ET-MOSELLE;54800;LABRY;7830Z;Association déclarée ;35223717600024;ASSOC INTERVENTION;; ZAC GESLIN;54800;LABRY;0382336837;intervention@wanadoo.fr
ACI;054;MEURTHE-ET-MOSELLE;54700;PONT A MOUSSON;8411Z;Communauté de communes ;20004151500012;COMMUNAUTE DE COMMUNES DU BASSIN DE PONT A MOUSSON;;Chemin DES CLOS;54700;PONT A MOUSSON;0383878700;sandrine.claude@bassin-pont-a-mousson.fr
ACI;054;MEURTHE-ET-MOSELLE;54000;NANCY;8899B;Centre communal d'action sociale ;26540091100011;CENTRE COMMUNAL D' ACTION SOCIALE DE NANCY;5;Rue LEOPOLD LALLEMENT;54000;NANCY;0383390343;elisabeth.parant@mairie-nancy.fr
EI;054;MEURTHE-ET-MOSELLE;54000;NANCY;4754Z;Association déclarée d'insertion par l'économique;38754916500034;ENVIE LORRAINE;5;Rue GUILBERT DE PIXERECOURT;54000;NANCY;033633290;pierre.guyot@envie.org
ACI;054;MEURTHE-ET-MOSELLE;54150;VAL DE BRIEY;8411Z;Commune et commune nouvelle ;20006334500017;COMMUNE DE VAL DE BRIEY;1;Place DE L HOTEL DE VILLE;54150;VAL DE BRIEY;0382471600;romain.zattarin@valdebriey.fr
ACI;054;MEURTHE-ET-MOSELLE;54280;CHAMPENOUX;8411Z;Communauté de communes ;20007058900011;COMMUNAUTE  DE COMMUNES SEILLE ET  GRAND COURONNE;47;Rue SAINT BARTHELEMY;54280;CHAMPENOUX;0383319166;as.marchal@cc-gc.fr
ACI;054;MEURTHE-ET-MOSELLE;54000;NANCY;8899B;Association déclarée ;78331234100077;ASSOCIATION REGIONALE POUR LE LOGEMENT ET L INSERT;87;Avenue DU GENERAL LECLERC;54000;NANCY;0383151050;djamila.daghour@arelia-asso.fr
ACI;057;MEURTHE-ET-MOSELLE;57390;AUDUN LE TICHE;9499Z;Association de droit local (Bas-Rhin, Haut-Rhin et Moselle);49794510500029;A I CO;12;Rue DU MARECHAL FOCH;57390;AUDUN LE TICHE;0382521738;tcdirection@gmail.com
AI;054;MEURTHE-ET-MOSELLE;54300;LUNEVILLE;8899B;Association déclarée ;75134358300017;INES INTERM SERVICES;8;Rue LAMARTINE;54300;LUNEVILLE;0383734117;waegenaireh@ines54.net
ACI;054;MEURTHE-ET-MOSELLE;54220;MALZEVILLE;0113Z;Association déclarée ;41147627800030;ASSOC LORTIE;;Rue MATHIEU DE DOMBASLE;54220;MALZEVILLE;0383218854;direction.lortie@orange.fr
EI;054;MEURTHE-ET-MOSELLE;54200;TOUL;3812Z;SAS, société par actions simplifiée;49219565600052;ENVIE 2E LORRAINE;2;Rue GUY PERNIN;54200;TOUL;0383633290;pierre.guyot@envie.org
ACI;054;MEURTHE-ET-MOSELLE;54500;VANDOEUVRE LES NANCY;8899B;Association déclarée ;80863810000012;ECOLLECTEURS;7;Rue ROBERT SCHUMAN;54500;VANDOEUVRE LES NANCY;0383274547;p.claude@ulis.fr
ACI;054;MEURTHE-ET-MOSELLE;54310;HOMECOURT;9004Z;Association déclarée ;31949383900017;ASSOC VILLE PLURIELLE;;Place NERUDA ALLENDE;54310;HOMECOURT;0382221177;ville.plurielle@orange.fr
ACI;054;MEURTHE-ET-MOSELLE;54000;NANCY;8899B;Association déclarée ;32174856800078;ARS;12;Boulevard JEAN JAURES;54000;NANCY;0383416080;pbottollier@asso-ars.org
EI;054;MEURTHE-ET-MOSELLE;54320;MAXEVILLE;5610A;Société à responsabilité limitée (sans autre indication);45128034100012;SAUVOY RESTAURATION;17;Route DE METZ;54320;MAXEVILLE;0383963753;samuel.marange@arelia-asso.fr
